perf_id,campaign_id,inf_id,post_date,post_url,actual_cost,impressions,clicks,conversions,revenue,genai_comment_summary
555,DALBA-CAMP-25019,hbag_39,2025-08-29,https://instagram.com/p/@CxP8Nhn*A_,4967356,65365,883,21,1061949,긍정 83%.
556,DALBA-CAMP-25001,nammiyeong_52,2025-09-19,https://instagram.com/p/Dw^33dBtl(E,4568059,430808,5460,96,5503104,긍정 77%.
557,DALBA-CAMP-25007,jimin73_148,2025-08-13,https://instagram.com/p/%8Tj(r85EJd,1190815,90475,1301,20,885520,긍정 74%.
558,DALBA-CAMP-25004,junseo07_181,2025-02-11,https://instagram.com/p/)1TlLqVh^9a,3342080,189770,7536,41,2177879,긍정 79%.
559,DALBA-CAMP-25019,munyeonghyi_155,2025-09-17,https://instagram.com/p/XX17Ii4s1_q,4263398,174043,3974,41,1920522,긍정 80%.
560,DALBA-CAMP-25005,sonjiyeong_50,2025-08-07,https://instagram.com/p/p#sXSNBnIm1,1525607,143131,1575,27,1300347,긍정 82%.
561,DALBA-CAMP-25013,jeongsiggim_165,2025-02-10,https://instagram.com/p/!qY8Wjdk#$f,1387243,67605,2193,19,974168,긍정 80%.
562,DALBA-CAMP-25020,hayunan_10,2025-04-20,https://instagram.com/p/A)9nXoHQy@7,787148,53112,1754,13,764803,긍정 86%.
563,DALBA-CAMP-25004,gangminjae_191,2025-02-25,https://instagram.com/p/%30p)Dejq0e,2751296,103984,2074,50,2560450,긍정 92%.
564,DALBA-CAMP-25015,iareum_140,2025-08-28,https://instagram.com/p/6oTjp%*k^kI,3827182,343769,11598,237,11700927,긍정 89%.
565,DALBA-CAMP-25015,jaehyeonbag_59,2025-08-07,https://instagram.com/p/P)5VYUV1kcR,3181355,191037,6454,182,8372728,긍정 77%.
566,DALBA-CAMP-25008,cayeeun_170,2025-03-14,https://instagram.com/p/35U*nfGA)a6,620549,41476,1233,32,1223040,긍정 85%.
567,DALBA-CAMP-25019,wgim_200,2025-09-17,https://instagram.com/p/br504G_zc@*,2486772,122860,1464,35,1941170,긍정 74%.
568,DALBA-CAMP-25002,ji_4,2025-05-26,https://instagram.com/p/_521yj6eOvO,2734415,203723,5513,94,3826552,긍정 73%.
569,DALBA-CAMP-25003,eunjui_143,2025-07-09,https://instagram.com/p/$6QBt&iS_2S,1961450,100915,2339,30,1723680,긍정 95%.
570,DALBA-CAMP-25019,gimjiyeon_147,2025-08-28,https://instagram.com/p/i$O7(L^eExb,1889037,63396,2658,60,3198660,긍정 89%.
571,DALBA-CAMP-25009,boramseo_186,2025-06-14,https://instagram.com/p/@KHDARofM1f,2657384,60972,2437,13,648830,긍정 82%.
572,DALBA-CAMP-25014,miyeongbag_63,2025-10-19,https://instagram.com/p/^oUiGjzgL1Z,2542479,197350,3287,46,2591594,긍정 94%.
573,DALBA-CAMP-25018,sangceolgim_95,2025-11-20,https://instagram.com/p/as33Z1X3S_F,4020739,163394,3794,91,2802618,긍정 79%.
574,DALBA-CAMP-25020,baggwangsu_180,2025-05-08,https://instagram.com/p/3W2F@RlA_(8,1677685,141402,6271,39,2224014,긍정 74%.
575,DALBA-CAMP-25011,seojungwag_99,2025-03-06,https://instagram.com/p/H!0#e@Aa4RF,4926560,231332,5857,172,8143340,긍정 94%.
576,DALBA-CAMP-25005,zsim_141,2025-08-20,https://instagram.com/p/!l@N8YmJ!q#,4188827,160347,5673,85,5096175,긍정 94%.
577,DALBA-CAMP-25006,jaehyeonhwang_111,2025-11-04,https://instagram.com/p/*eGRvAZg_1p,4564734,60598,1099,16,680208,긍정 82%.
578,DALBA-CAMP-25013,igim_114,2025-01-10,https://instagram.com/p/W5llAp6NF*4,2966957,218248,7204,126,5761602,긍정 78%.
579,DALBA-CAMP-25011,mo_72,2025-03-13,https://instagram.com/p/Wr40dUIa)ZY,2547093,246679,10087,247,9892350,긍정 80%.
580,DALBA-CAMP-25007,sumin73_185,2025-07-18,https://instagram.com/p/z5aqlIb&#HU,2363333,44934,1782,24,1339584,긍정 84%.
581,DALBA-CAMP-25006,ujini_199,2025-10-17,https://instagram.com/p/n&#A)JiN@U4,458135,18288,700,4,207684,긍정 90%.
582,DALBA-CAMP-25008,iareum_140,2025-03-11,https://instagram.com/p/1L71uHbW#eM,4578661,428552,5235,93,2990601,긍정 87%.
583,DALBA-CAMP-25006,gimsangceol_121,2025-11-01,https://instagram.com/p/_7xHSf+xvhk,2098085,36268,1296,20,1126080,긍정 91%.
584,DALBA-CAMP-25007,miyeongi_17,2025-08-01,https://instagram.com/p/Y2UR)eeo$3X,1810209,45855,2048,51,3027156,긍정 89%.
585,DALBA-CAMP-25016,ji_4,2025-09-01,https://instagram.com/p/j(7sLb0Wp#8,463393,16627,497,7,267799,긍정 92%.
586,DALBA-CAMP-25009,pgim_135,2025-05-13,https://instagram.com/p/Q#m6*Lmk6nI,1720452,103254,1769,36,1673316,긍정 75%.
587,DALBA-CAMP-25019,jaehobae_192,2025-09-14,https://instagram.com/p/1SXB0*kb5&R,426439,24773,860,10,344680,긍정 92%.
588,DALBA-CAMP-25004,yeongho78_136,2025-01-26,https://instagram.com/p/W&Ecd3ZmFXC,586892,25796,704,4,161964,긍정 76%.
589,DALBA-CAMP-25008,eunjeongi_145,2025-03-09,https://instagram.com/p/+4Y$sMit(d+,2334004,187711,5087,41,1741721,긍정 78%.
590,DALBA-CAMP-25013,gimbyeongceol_159,2025-01-12,https://instagram.com/p/Ti!kk(ni!4X,1549949,140504,2647,42,1911126,긍정 77%.
591,DALBA-CAMP-25019,sumin73_185,2025-08-22,https://instagram.com/p/5H@RkOF#o91,1624533,71500,1044,30,1624620,긍정 93%.
592,DALBA-CAMP-25014,tgim_139,2025-09-13,https://instagram.com/p/1f1#nQ8WW@n,1498332,136586,2482,42,1529640,긍정 71%.
593,DALBA-CAMP-25016,jaehobae_192,2025-09-07,https://instagram.com/p/$@4Q!uRBVE#,1339173,102105,2147,17,690166,긍정 87%.
594,DALBA-CAMP-25010,gwangsuhong_54,2025-03-25,https://instagram.com/p/_3kGxRbj#IH,3153357,31900,954,14,486584,긍정 95%.
595,DALBA-CAMP-25015,jinu58_47,2025-08-17,https://instagram.com/p/CwPeXO(b!7M,3702282,200756,6235,161,6858278,긍정 70%.
596,DALBA-CAMP-25001,yeongilyang_188,2025-09-28,https://instagram.com/p/BpNyY))O!0V,1683942,26318,1143,27,927747,긍정 78%.
597,DALBA-CAMP-25019,jihyebag_152,2025-09-08,https://instagram.com/p/&BuETZZyr4Y,1897161,93832,3958,95,4577480,긍정 83%.
598,DALBA-CAMP-25019,mijeongcoe_124,2025-08-22,https://instagram.com/p/(hR9AlQ52Jq,1519987,128086,1735,21,846111,긍정 76%.
599,DALBA-CAMP-25008,eunjuseong_125,2025-02-27,https://instagram.com/p/26dmILvW(x+,3093601,307581,3425,51,2593299,긍정 92%.
600,DALBA-CAMP-25012,sujingim_53,2025-09-03,https://instagram.com/p/Pa63RNQRX!2,2717527,268419,6736,165,8152650,긍정 84%.
601,DALBA-CAMP-25012,kjeon_56,2025-09-07,https://instagram.com/p/TErTZHSx#8U,1688556,143068,4356,102,6026670,긍정 91%.
602,DALBA-CAMP-25003,zgim_108,2025-06-26,https://instagram.com/p/&KH#BZtrYz5,2364573,148627,5647,43,1716517,긍정 73%.
603,DALBA-CAMP-25017,sanghonam_29,2025-04-26,https://instagram.com/p/wzzhUr2_+42,1592377,146263,3474,33,1476222,긍정 85%.
604,DALBA-CAMP-25001,jaehyeonhwang_111,2025-09-21,https://instagram.com/p/y+9LgHw#LoU,2084642,135516,4023,47,2533065,긍정 88%.
605,DALBA-CAMP-25010,yeongja49_5,2025-02-28,https://instagram.com/p/R(rXnGEdHN2,728604,12529,516,7,302470,긍정 80%.
606,DALBA-CAMP-25015,tgim_198,2025-08-28,https://instagram.com/p/!5B1oOqG5bA,3957451,212535,6645,53,2285042,긍정 94%.
607,DALBA-CAMP-25013,jseo_158,2025-03-01,https://instagram.com/p/Q823GxJd_wL,1574377,121364,3609,88,4310416,긍정 74%.
608,DALBA-CAMP-25001,hayunan_10,2025-08-20,https://instagram.com/p/No5YpLy23!+,1296053,19104,534,11,582516,긍정 93%.
609,DALBA-CAMP-25007,misug04_184,2025-08-20,https://instagram.com/p/@#$+WB+dw55,196768,10597,368,7,332528,긍정 95%.
610,DALBA-CAMP-25019,baggwangsu_180,2025-09-15,https://instagram.com/p/#5aZRuqZ!Gv,96392,3488,55,1,36791,긍정 92%.
611,DALBA-CAMP-25017,gwangsu06_138,2025-05-06,https://instagram.com/p/o%17LlR*!S9,3975593,149025,3158,71,2253611,긍정 93%.
612,DALBA-CAMP-25012,jeongnam05_88,2025-09-12,https://instagram.com/p/xj4$MEgnv_M,4388574,80882,4020,92,5155404,긍정 82%.
613,DALBA-CAMP-25005,junseo07_181,2025-08-24,https://instagram.com/p/@9W5NIyDvzP,4145492,407903,13534,126,7428456,긍정 77%.
614,DALBA-CAMP-25005,sjo_194,2025-08-27,https://instagram.com/p/1JbS@qj8*Iw,95559,1407,45,0,0,긍정 94%.
615,DALBA-CAMP-25003,pjang_182,2025-07-18,https://instagram.com/p/&CI7MHlj^tR,1508800,63607,2787,46,2136102,긍정 93%.
616,DALBA-CAMP-25016,pgim_135,2025-08-28,https://instagram.com/p/h2kkRTNg#_3,2707078,183310,5498,76,2576248,긍정 95%.
617,DALBA-CAMP-25001,bagseoyun_83,2025-09-29,https://instagram.com/p/!cm5FrtCCb*,2200198,42732,1972,23,886765,긍정 73%.
618,DALBA-CAMP-25009,bagminjun_34,2025-05-23,https://instagram.com/p/Nh*Xfze#pv0,2437391,200398,3168,63,3383730,긍정 70%.
619,DALBA-CAMP-25003,sunog58_25,2025-06-10,https://instagram.com/p/e_GVYgixbN4,1925019,43537,825,11,335170,긍정 70%.
620,DALBA-CAMP-25008,seongsuyang_97,2025-03-28,https://instagram.com/p/D&P0eHco&_7,3408357,94753,2244,19,1079390,긍정 77%.
621,DALBA-CAMP-25007,eunjeonggim_160,2025-08-12,https://instagram.com/p/e7kuVP)W+9E,473241,16250,233,2,95628,긍정 94%.
622,DALBA-CAMP-25002,hyeonuyun_113,2025-04-27,https://instagram.com/p/eg&1UzHF3NH,3677214,46007,735,13,683579,긍정 94%.
623,DALBA-CAMP-25013,fbag_40,2025-03-02,https://instagram.com/p/#(TfKt_*8Uz,122288,2790,36,0,0,긍정 91%.
624,DALBA-CAMP-25001,gwangsuhong_54,2025-08-31,https://instagram.com/p/PN2eLdcm*R@,1367251,135031,5615,151,7804133,긍정 73%.
625,DALBA-CAMP-25016,minjae24_98,2025-09-07,https://instagram.com/p/o(6xLUb3w^_,998438,82131,2283,43,1983891,긍정 95%.
626,DALBA-CAMP-25018,eungyeongi_74,2025-11-30,https://instagram.com/p/@2Nc(bM5HjP,2668989,256034,6531,164,6851920,긍정 89%.
627,DALBA-CAMP-25015,eunjui_143,2025-08-23,https://instagram.com/p/F$7n6P9reCx,4681315,364986,8899,148,6313680,긍정 76%.
628,DALBA-CAMP-25006,simogsun_110,2025-11-16,https://instagram.com/p/PfC9CAqimF(,1808175,38000,1059,9,456912,긍정 85%.
629,DALBA-CAMP-25007,eungyeongi_74,2025-08-25,https://instagram.com/p/q16S0ay%T^$,484561,20673,757,15,811755,긍정 88%.
630,DALBA-CAMP-25018,eungyeongi_74,2025-11-24,https://instagram.com/p/BWI0IuBLo!9,4886463,79851,3288,50,2040900,긍정 82%.
631,DALBA-CAMP-25016,jongsugim_126,2025-08-30,https://instagram.com/p/2evr6NSqY*r,2839217,236130,4456,56,3236632,긍정 83%.
632,DALBA-CAMP-25006,jiagim_48,2025-10-03,https://instagram.com/p/5FR%)bebYt1,422373,18533,439,7,269633,긍정 82%.
633,DALBA-CAMP-25013,ghong_127,2025-02-20,https://instagram.com/p/&0UbDl@cgSa,4388135,274248,6225,126,4909716,긍정 78%.
634,DALBA-CAMP-25009,li_100,2025-05-26,https://instagram.com/p/#UDQZW$v3_7,117392,2944,52,1,53473,긍정 81%.
635,DALBA-CAMP-25015,byeongceol18_123,2025-08-28,https://instagram.com/p/$7Ymcda+*VT,1871653,60698,1931,15,650190,긍정 94%.
636,DALBA-CAMP-25002,jeonghungim_195,2025-05-10,https://instagram.com/p/@X4nYse7snF,4269610,101190,1154,32,1663232,긍정 80%.
637,DALBA-CAMP-25014,sgim_33,2025-10-14,https://instagram.com/p/_sNZqPvb1&@,1420945,140275,3490,49,2544864,긍정 88%.
638,DALBA-CAMP-25007,miyeongi_17,2025-08-21,https://instagram.com/p/S9MdrunZ@+F,1610319,23980,546,2,65978,긍정 78%.
639,DALBA-CAMP-25010,seojungwag_99,2025-03-27,https://instagram.com/p/wcb%1Im+*^9,1313297,26376,576,16,860128,긍정 84%.
640,DALBA-CAMP-25012,wgim_172,2025-09-20,https://instagram.com/p/_B0!alQxkbN,722693,34120,1559,11,393701,긍정 86%.
641,DALBA-CAMP-25011,ryudoyun_60,2025-04-19,https://instagram.com/p/bM7OLF6h&+S,3552385,266814,9167,210,6968850,긍정 73%.
642,DALBA-CAMP-25005,igim_114,2025-08-11,https://instagram.com/p/N(E7Md*ia%&,499190,31699,432,10,551160,긍정 92%.
643,DALBA-CAMP-25016,qnam_173,2025-08-31,https://instagram.com/p/C+PRi5rUJBw,4699984,382566,18656,343,19324277,긍정 94%.
644,DALBA-CAMP-25007,sunja01_196,2025-08-09,https://instagram.com/p/zvHag%rt(8X,4946097,220464,3837,107,6303263,긍정 74%.
645,DALBA-CAMP-25019,sangceolgim_95,2025-09-03,https://instagram.com/p/%F!2nXi#X8J,1249292,78570,3635,62,3467474,긍정 84%.
646,DALBA-CAMP-25001,dbag_132,2025-09-20,https://instagram.com/p/I8sC3qGhY&k,246211,10059,239,6,206220,긍정 82%.
647,DALBA-CAMP-25019,yeongsigi_28,2025-08-21,https://instagram.com/p/10+59Nx$$o4,790669,42129,1281,28,879088,긍정 89%.
648,DALBA-CAMP-25019,idoyun_16,2025-08-31,https://instagram.com/p/^N5T9i(h29k,1350029,109092,1942,51,1929024,긍정 94%.
649,DALBA-CAMP-25004,hyeonju74_190,2025-01-27,https://instagram.com/p/Z#bAo6Xdr7q,186319,1989,50,1,47405,긍정 85%.
650,DALBA-CAMP-25019,jeongeunseo_71,2025-09-04,https://instagram.com/p/@VR0c%3pnNm,3640046,257216,3159,45,2439630,긍정 89%.
651,DALBA-CAMP-25014,yeongjinbag_112,2025-10-19,https://instagram.com/p/GW7OtSyJ$4l,3411266,206508,4442,61,2077172,긍정 82%.
652,DALBA-CAMP-25015,yeongho06_120,2025-08-03,https://instagram.com/p/25fXG@Wk(Nx,4690851,134465,5611,47,2630073,긍정 70%.
653,DALBA-CAMP-25002,iminjae_142,2025-05-01,https://instagram.com/p/7_80qO@7utg,4725414,215152,4133,55,2002055,긍정 82%.
654,DALBA-CAMP-25001,jeongsu17_153,2025-09-16,https://instagram.com/p/#yzDOAenaV9,4858145,309838,8520,131,5345324,긍정 83%.
655,DALBA-CAMP-25013,sumin73_185,2025-02-04,https://instagram.com/p/+V^9aDcmXY0,630648,17788,277,4,229440,긍정 83%.
656,DALBA-CAMP-25019,jeongsu17_153,2025-09-12,https://instagram.com/p/v)2gOoNIXzw,996910,55387,2275,44,2341724,긍정 75%.
657,DALBA-CAMP-25006,gyeonghyi07_107,2025-11-21,https://instagram.com/p/RQ9NtzK9T%q,427489,17068,626,13,601692,긍정 71%.
658,DALBA-CAMP-25005,seungmin92_38,2025-07-30,https://instagram.com/p/jUl0Mvhm&d@,1245874,78503,3499,65,2659865,긍정 90%.
659,DALBA-CAMP-25014,fbag_40,2025-09-09,https://instagram.com/p/$MxccKLh7_0,2038648,47016,2069,48,2701824,긍정 70%.
660,DALBA-CAMP-25018,iareum_140,2025-10-22,https://instagram.com/p/!f7EcDomKPB,303048,29681,745,16,687648,긍정 80%.
661,DALBA-CAMP-25017,subin41_149,2025-04-16,https://instagram.com/p/#v25Kjha^4_,4663223,77839,2359,16,722064,긍정 70%.
662,DALBA-CAMP-25013,yeongsigi_177,2025-01-14,https://instagram.com/p/57vs$Ei*@6P,1872354,77113,1225,26,1206114,긍정 90%.
663,DALBA-CAMP-25014,cnam_13,2025-10-16,https://instagram.com/p/y$aWvXVoX84,3244569,201565,4942,73,4351238,긍정 90%.
664,DALBA-CAMP-25003,seonyeonggim_161,2025-07-19,https://instagram.com/p/1)8YPboycwm,2485659,59503,2404,24,1275456,긍정 75%.
665,DALBA-CAMP-25014,ksong_94,2025-09-07,https://instagram.com/p/b$jOR(2b!6V,2829904,66235,1253,37,1505789,긍정 85%.
666,DALBA-CAMP-25018,ji_4,2025-11-30,https://instagram.com/p/z&23LLyV0Sx,2995421,268900,8183,80,3730880,긍정 80%.
667,DALBA-CAMP-25013,jsong_146,2025-02-09,https://instagram.com/p/7MEKfqZO)4T,4160109,369448,9233,206,11642708,긍정 76%.
668,DALBA-CAMP-25020,cnam_13,2025-04-29,https://instagram.com/p/GT5gtd0i)LG,4399643,191376,7694,75,3152925,긍정 82%.
669,DALBA-CAMP-25006,jungsucoe_171,2025-11-22,https://instagram.com/p/#t0CHwZkY8z,1317996,95359,2332,67,2877449,긍정 70%.
670,DALBA-CAMP-25009,jiyeon42_8,2025-05-08,https://instagram.com/p/j%VW&ackRO0,86845,2655,61,1,49397,긍정 95%.
671,DALBA-CAMP-25003,seungmini_86,2025-07-07,https://instagram.com/p/V$6K2^o_0k),327559,18583,919,11,558019,긍정 70%.
672,DALBA-CAMP-25015,jseo_158,2025-08-28,https://instagram.com/p/m5i!8mS#6+E,3708520,332540,15012,135,7645185,긍정 94%.
673,DALBA-CAMP-25019,caeweon89_46,2025-08-26,https://instagram.com/p/(9ZjV(Te&(4,4079713,130334,5745,90,3840570,긍정 83%.
674,DALBA-CAMP-25010,junyeong01_79,2025-03-19,https://instagram.com/p/s@8Hvrg9FoW,4866579,210300,6702,177,9919611,긍정 82%.
675,DALBA-CAMP-25008,gimjiyeon_147,2025-03-20,https://instagram.com/p/WvL(QuL(nV9,1660503,95249,1861,54,3095874,긍정 70%.
676,DALBA-CAMP-25018,jinu58_47,2025-11-30,https://instagram.com/p/7&2@Z#f@O#e,4061313,228727,3873,42,2345112,긍정 82%.
677,DALBA-CAMP-25011,yangsunog_166,2025-03-06,https://instagram.com/p/%H6Uq&%zb1f,149689,5165,218,2,112854,긍정 74%.
678,DALBA-CAMP-25019,mijeongcoe_124,2025-09-12,https://instagram.com/p/2#1bx2ukW9A,4387517,219112,9719,259,14953624,긍정 93%.
679,DALBA-CAMP-25014,nammiyeong_52,2025-09-23,https://instagram.com/p/G*b0usRa_K1,3612700,141326,5576,98,3550050,긍정 93%.
680,DALBA-CAMP-25001,ryuseongsu_134,2025-09-14,https://instagram.com/p/I7RIFmut&NO,3483487,155371,6286,103,4469376,긍정 75%.
681,DALBA-CAMP-25014,yeonggil13_157,2025-09-11,https://instagram.com/p/!9YqRJg2wx6,4656085,346562,15769,180,7819380,긍정 77%.
682,DALBA-CAMP-25017,sumin02_70,2025-06-01,https://instagram.com/p/fzw%4A0hb3I,4655251,371471,10182,126,4447170,긍정 72%.
683,DALBA-CAMP-25004,eungyeongi_74,2025-01-27,https://instagram.com/p/R09RFyqs^xo,2035794,112413,1536,42,2453556,긍정 85%.
684,DALBA-CAMP-25019,ujinbag_189,2025-09-07,https://instagram.com/p/O63ZEyfHe)%,4467534,406359,5161,127,5808599,긍정 72%.
685,DALBA-CAMP-25018,zgim_108,2025-10-29,https://instagram.com/p/+7j6jkzPpyP,1562918,45794,1538,22,726418,긍정 87%.
686,DALBA-CAMP-25019,idoyun_16,2025-08-20,https://instagram.com/p/)3Mh0mdhE2X,4293728,161250,7629,154,9011618,긍정 83%.
687,DALBA-CAMP-25014,jaehyeon37_118,2025-10-05,https://instagram.com/p/ja5EGnsf2$q,3060277,73128,3650,37,1111887,긍정 89%.
688,DALBA-CAMP-25011,qnam_173,2025-03-28,https://instagram.com/p/joAw3LaHy*7,4670546,261386,8167,155,7104580,긍정 74%.
689,DALBA-CAMP-25020,ai_179,2025-05-14,https://instagram.com/p/$K1sx8Wy5!8,1714999,20410,977,18,745308,긍정 91%.
690,DALBA-CAMP-25010,jaehyeoni_92,2025-03-16,https://instagram.com/p/ooO55%Zyu*x,3952576,237074,3943,76,3612204,긍정 92%.
691,DALBA-CAMP-25020,eunjeongi_145,2025-04-16,https://instagram.com/p/W_88FAsjDSR,3330961,152167,2719,75,3227325,긍정 78%.
692,DALBA-CAMP-25015,jeongsu80_96,2025-08-04,https://instagram.com/p/flvOptWvP#6,3598734,338459,7319,190,9398160,긍정 80%.
693,DALBA-CAMP-25003,suminan_93,2025-06-19,https://instagram.com/p/IL9pRxL_+9K,1682764,138514,1745,12,668808,긍정 92%.
694,DALBA-CAMP-25012,baehyeonju_21,2025-09-10,https://instagram.com/p/q#8Cyz$3N+B,1661445,155822,7642,170,5815530,긍정 80%.
695,DALBA-CAMP-25004,nammiyeong_52,2025-02-05,https://instagram.com/p/X98PKUjw!)M,3592982,320172,10368,192,7128768,긍정 74%.
696,DALBA-CAMP-25001,hongmijeong_12,2025-09-14,https://instagram.com/p/!p&nQYUmNQ3,3781261,235210,4222,79,2885791,긍정 76%.
697,DALBA-CAMP-25009,ohyeonjun_67,2025-06-02,https://instagram.com/p/vCED@dx4$1C,2750799,104668,4494,55,1824130,긍정 88%.
698,DALBA-CAMP-25013,gwaghyeonji_15,2025-02-06,https://instagram.com/p/%Dq!i1KeD3@,905495,27193,787,17,615111,긍정 83%.
699,DALBA-CAMP-25012,jiyeon42_8,2025-08-12,https://instagram.com/p/+rnP)8Ln#Gz,2845827,57853,1308,30,1628670,긍정 72%.
700,DALBA-CAMP-25005,sonjiyeong_50,2025-07-14,https://instagram.com/p/qI%KEZgiA%7,4761288,198157,5269,136,5289176,긍정 90%.
701,DALBA-CAMP-25008,zsim_141,2025-02-25,https://instagram.com/p/Csz2Vq#el@),4509104,377322,13456,320,15250880,긍정 88%.
702,DALBA-CAMP-25003,jiyeon42_8,2025-06-26,https://instagram.com/p/@L3_0OroIJR,139668,5714,72,1,58326,긍정 92%.
703,DALBA-CAMP-25003,jihyeonan_187,2025-07-07,https://instagram.com/p/X+yIn#JpDC1,913727,25673,336,4,151208,긍정 70%.
704,DALBA-CAMP-25003,jihungim_51,2025-06-13,https://instagram.com/p/Ov4TlRapW#R,2960484,236378,11562,279,15200478,긍정 79%.
705,DALBA-CAMP-25001,abag_65,2025-09-28,https://instagram.com/p/xEMk26Hwk_F,990068,74447,862,17,671262,긍정 81%.
706,DALBA-CAMP-25020,seungmin39_156,2025-04-13,https://instagram.com/p/R&&4GPeQhtV,2584588,256236,11853,169,8653307,긍정 72%.
707,DALBA-CAMP-25003,gwangsuhong_54,2025-07-21,https://instagram.com/p/2)MPi7*)(8Z,2417780,96328,1956,20,800680,긍정 70%.
708,DALBA-CAMP-25011,seunghyeongim_154,2025-04-03,https://instagram.com/p/!k3#Ziocf#0,4916627,339079,15517,150,8890650,긍정 71%.
709,DALBA-CAMP-25016,hyeonsugo_58,2025-08-17,https://instagram.com/p/Q^8WMsKyX*D,3308507,128957,6237,147,8311086,긍정 78%.
710,DALBA-CAMP-25017,jihyeongo_91,2025-04-15,https://instagram.com/p/O10QUqnBuN%,4669160,388736,4324,61,2090287,긍정 91%.
711,DALBA-CAMP-25007,sunog58_25,2025-08-13,https://instagram.com/p/n^769O742e2,4861383,118066,5058,121,6402715,긍정 70%.
712,DALBA-CAMP-25016,seongsu36_9,2025-09-04,https://instagram.com/p/+6D3MkBr&z6,2343193,32527,1112,12,508872,긍정 93%.
713,DALBA-CAMP-25020,pgim_135,2025-04-12,https://instagram.com/p/^7ExeZGtkF8,1041771,100652,4413,37,1208346,긍정 71%.
714,DALBA-CAMP-25008,caeweoni_105,2025-04-03,https://instagram.com/p/&2JvmiqJBYs,4767462,358077,17198,303,13445625,긍정 70%.
715,DALBA-CAMP-25008,jinhyejin_37,2025-03-27,https://instagram.com/p/M15@TB9L#yL,71420,3844,68,1,56376,긍정 94%.
716,DALBA-CAMP-25005,eungyeong94_75,2025-07-23,https://instagram.com/p/R*Dh8XlNoYa,2086930,152318,5721,36,1429776,긍정 94%.
717,DALBA-CAMP-25012,mijeongcoe_124,2025-09-08,https://instagram.com/p/k7cfn6ut$IL,1984823,34200,449,5,176230,긍정 88%.
718,DALBA-CAMP-25007,jeongsu80_96,2025-07-19,https://instagram.com/p/UoWLVEdP@&3,4039469,238067,11889,148,6723640,긍정 87%.
719,DALBA-CAMP-25007,gangminjae_191,2025-07-25,https://instagram.com/p/V6PG$UP8(xU,4359261,419416,4606,31,1080009,긍정 83%.
720,DALBA-CAMP-25005,pgim_135,2025-07-11,https://instagram.com/p/Go*r6Im4g*U,604633,24175,757,19,1095863,긍정 82%.
721,DALBA-CAMP-25003,hyeonsugo_58,2025-07-18,https://instagram.com/p/Oq86OB4Z0#p,2969624,49798,1652,48,1664688,긍정 84%.
722,DALBA-CAMP-25017,gwangsu06_138,2025-05-10,https://instagram.com/p/+9073BUtfc1,4731987,105044,3909,29,1357461,긍정 88%.
723,DALBA-CAMP-25003,boramseo_186,2025-07-04,https://instagram.com/p/3V8K7o2bg%t,607653,40174,898,22,836264,긍정 89%.
724,DALBA-CAMP-25016,gwaghyeonji_15,2025-09-05,https://instagram.com/p/)E1YuICY8Hs,2968159,143290,3133,79,2886186,긍정 76%.
725,DALBA-CAMP-25009,gwaghyeonji_15,2025-05-08,https://instagram.com/p/qo3U4oGuB#K,1186909,80080,2190,52,2434172,긍정 73%.
726,DALBA-CAMP-25014,gangminjae_191,2025-09-02,https://instagram.com/p/2nRri80l%qW,4007543,339554,15212,150,6121350,긍정 87%.
727,DALBA-CAMP-25018,hbag_82,2025-11-07,https://instagram.com/p/!9rTahLYxIJ,3348675,280185,11653,197,10970536,긍정 71%.
728,DALBA-CAMP-25005,ohyeonjun_67,2025-08-08,https://instagram.com/p/^jxcbCa!_3c,1814477,131482,3441,68,3805416,긍정 82%.
729,DALBA-CAMP-25006,subin41_149,2025-10-13,https://instagram.com/p/%6PzGNr)nx6,1823508,170094,6941,200,6815400,긍정 95%.
730,DALBA-CAMP-25005,jaehyeonbag_59,2025-09-04,https://instagram.com/p/cd#qPztO&57,467191,5471,162,2,106114,긍정 78%.
731,DALBA-CAMP-25004,bmun_30,2025-02-04,https://instagram.com/p/I1X(Kpcx5Ka,384237,23892,740,6,317496,긍정 78%.
732,DALBA-CAMP-25013,jangjihu_77,2025-01-17,https://instagram.com/p/_1$GBshN46T,4891829,322378,15976,453,20081490,긍정 83%.
733,DALBA-CAMP-25006,ujini_199,2025-11-15,https://instagram.com/p/5eAWbBSL@4I,1025842,97804,3674,44,2381676,긍정 71%.
734,DALBA-CAMP-25012,gyeonghyi07_107,2025-09-19,https://instagram.com/p/hx0T!e$r^Xa,1549823,32658,785,11,601337,긍정 90%.
735,DALBA-CAMP-25008,pjang_182,2025-03-13,https://instagram.com/p/TNKTF_zwh#6,1345947,54982,2705,56,2752120,긍정 71%.
736,DALBA-CAMP-25004,jgim_14,2025-02-02,https://instagram.com/p/X$8O*3erC+$,2282522,152146,5378,150,6664800,긍정 75%.
737,DALBA-CAMP-25012,munyeonghyi_155,2025-08-30,https://instagram.com/p/Um((0JtBd9&,359807,19485,535,6,338976,긍정 92%.
738,DALBA-CAMP-25014,tgim_198,2025-10-15,https://instagram.com/p/+!Si@s_*$+7,3565515,246639,5900,67,2785793,긍정 80%.
739,DALBA-CAMP-25009,yeongho97_26,2025-05-30,https://instagram.com/p/e1tKuFr6#IE,3542168,121039,3605,38,1568982,긍정 70%.
